lat,lon,OBJECTID,Loc_name,Status,Score,Match_type,Match_addr,Side,User_fld,Addr_type,IN_Street,IN_City,IN_ZIP,IN_State,USER_Date,USER_Address,USER_City,USER_State,USER_Fatal,USER_Year
-86.28793635,41.68731705,464,Centerline_CoS,M,100,A,2700 W Hartzer St,L,0,StreetAddress,2700 W HARTZER ST,South Bend,46628,IN,2020/01/13 05:00:00+00,2700 W HARTZER ST,South Bend,IN,Yes,2020
-86.21343645,41.68745476,465,Centerline_CoS,M,100,A,2400 E Corby Blvd,R,0,StreetAddress,2400 E CORBY BLVD,South Bend,46615,IN,2020/01/21 05:00:00+00,2400 E CORBY BLVD,South Bend,IN,No,2020
-86.28891768,41.68890421,466,Centerline_CoS,M,100,A,1100 N Eclipse Pl,R,0,StreetAddress,1100 N ECLIPSE PL,South Bend,46628,IN,2020/01/23 05:00:00+00,1100 N ECLIPSE PL,South Bend,IN,No,2020
-86.21827111,41.65480139,467,Centerline_CoS,M,100,A,1900 E Calvert St,R,0,StreetAddress,1900 E CALVERT ST,South Bend,46613,IN,2020/01/25 05:00:00+00,1900 E CALVERT ST,South Bend,IN,No,2020
-86.28989488,41.66914028,468,Centerline_CoS,M,100,A,600 S Liberty St,L,0,StreetAddress,600 S LIBERTY ST,South Bend,46619,IN,2020/01/26 05:00:00+00,600 S LIBERTY ST,South Bend,IN,Yes,2020
-86.27876942,41.68759768,469,Centerline_CoS,M,100,A,1000 N Johnson St,R,0,StreetAddress,1000 N JOHNSON ST,South Bend,46628,IN,2020/02/02 05:00:00+00,1000 N JOHNSON ST,South Bend,IN,No,2020
-86.24781323,41.65247913,470,Centerline_CoS,M,100,A,200 E Donald St,R,0,StreetAddress,200 E DONALD ST,South Bend,46613,IN,2020/02/04 05:00:00+00,200 E DONALD ST,South Bend,IN,No,2020
-86.2696359,41.65484492,471,Centerline_CoS,M,90.87,A,1800 W Prairie Ave,L,0,StreetAddress,1800  PRAIRIE AVE,South Bend,46613,IN,2020/02/08 05:00:00+00,1800  PRAIRIE AVE,South Bend,IN,No,2020
-86.20515089,41.69028819,472,,M,100,PP,"x=-86.205151, y=41.690288",,,,1100 N PATTY LN,South Bend,46615,IN,2020/02/12 05:00:00+00,1100 N PATTY LN,South Bend,IN,Yes,2020
-86.27857704,41.65575166,473,Centerline_CoS,M,100,A,"W Dubail Ave & S Grant St,",,,StreetInt,W DUBAIL AVE & S GRANT ST,South Bend,46613,IN,2020/02/12 05:00:00+00,W DUBAIL AVE & S GRANT ST,South Bend,IN,Yes,2020
-86.27641377,41.69198734,474,Centerline_CoS,M,100,A,1300 N College St,R,0,StreetAddress,1300 N COLLEGE ST,South Bend,46628,IN,2020/02/14 05:00:00+00,1300 N COLLEGE ST,South Bend,IN,No,2020
-86.27641377,41.69198734,475,Centerline_CoS,M,100,A,1300 N College St,R,0,StreetAddress,1300 N COLLEGE ST,South Bend,46628,IN,2020/02/14 05:00:00+00,1300 N COLLEGE ST,South Bend,IN,No,2020
-86.28110391,41.68065022,476,Centerline_CoS,M,90.87,A,2200 W Kenwood Ave,L,0,StreetAddress,2200 KENWOOD AVE,South Bend,46628,IN,2020/02/21 05:00:00+00,2200 KENWOOD AVE,South Bend,IN,No,2020
-86.26358723,41.65740611,477,Centerline_CoS,M,100,A,1600 S Kemble Ave,L,0,StreetAddress,1600 S KEMBLE AVE,South Bend,46613,IN,2020/02/23 05:00:00+00,1600 S KEMBLE AVE,South Bend,IN,No,2020
-86.29343838,41.66466552,478,Centerline_CoS,M,100,A,3200 W Sample St,L,0,StreetAddress,3200 W SAMPLE ST,South Bend,46619,IN,2020/02/29 05:00:00+00,3200 W SAMPLE ST,South Bend,IN,No,2020
-86.28255103,41.69571509,479,Centerline_CoS,M,100,A,1600 N Elmer St,R,0,StreetAddress,1600 N ELMER ST,South Bend,46628,IN,2020/03/03 05:00:00+00,1600 N ELMER ST,South Bend,IN,Yes,2020
-86.27871266,41.68391947,480,Centerline_CoS,M,100,A,700 N Johnson St,R,0,StreetAddress,700 N JOHNSON ST,South Bend,46628,IN,2020/03/07 05:00:00+00,700 N JOHNSON ST,South Bend,IN,No,2020
-86.25356191,41.67911139,481,Centerline_CoS,M,100,A,300 N Lafayette Blvd,R,0,StreetAddress,300 N LAFAYETTE BL,South Bend,46637,IN,2020/03/14 05:00:00+00,300 N LAFAYETTE BL,South Bend,IN,Yes,2020
-86.2835762,41.68661471,482,Centerline_CoS,M,100,A,900 N Olive St,R,0,StreetAddress,900 N OLIVE ST,South Bend,46628,IN,2020/03/14 05:00:00+00,900 N OLIVE ST,South Bend,IN,No,2020
-86.25150494,41.65890968,483,Centerline_CoS,M,100,A,1500 S Main St,L,0,StreetAddress,1500 S MAIN ST,South Bend,46613,IN,2020/03/15 05:00:00+00,1500 S MAIN ST,South Bend,IN,No,2020
-86.29360039,41.67198354,484,Centerline_CoS,M,100,A,"S Kentucky St & W Western Ave,",,,StreetInt,S KENTUCKY ST & W WESTERN AVE,South Bend,46619,IN,2020/03/16 05:00:00+00,S KENTUCKY ST & W WESTERN AVE,South Bend,IN,Yes,2020
-86.26239163,41.67633751,485,Centerline_CoS,M,98.58,A,100 N LaPorte Ave,R,0,StreetAddress,100 N LA PORTE AVE,South Bend,46616,IN,2020/03/16 05:00:00+00,100 N LA PORTE AVE,South Bend,IN,No,2020
-86.24968457,41.65297344,486,Centerline_CoS,M,100,A,2000 S Michigan St,R,0,StreetAddress,2000 S MICHIGAN ST,South Bend,46613,IN,2020/03/17 05:00:00+00,2000 S MICHIGAN ST,South Bend,IN,No,2020
-86.26744279,41.66668454,487,Centerline_CoS,M,100,A,1200 W Dunham St,L,0,StreetAddress,1200 W DUNHAM ST,South Bend,46619,IN,2020/03/18 05:00:00+00,1200 W DUNHAM ST,South Bend,IN,No,2020
-86.23912308,41.64080681,488,Centerline_CoS,M,100,A,3300 S High St,L,0,StreetAddress,3300 S HIGH ST,South Bend,46614,IN,2020/03/22 05:00:00+00,3300 S HIGH ST,South Bend,IN,No,2020
-86.277816,41.69381097,489,Centerline_CoS,M,100,A,1900 W Elwood Ave,L,0,StreetAddress,1900 W ELWOOD AVE,South Bend,46628,IN,2020/03/29 05:00:00+00,1900 W ELWOOD AVE,South Bend,IN,No,2020
-86.277816,41.69381097,490,Centerline_CoS,M,100,A,1900 W Elwood Ave,L,0,StreetAddress,1900 W ELWOOD AVE,South Bend,46628,IN,2020/03/29 05:00:00+00,1900 W ELWOOD AVE,South Bend,IN,No,2020
-86.27885301,41.69198196,491,Centerline_CoS,M,100,A,1300 N Johnson St,R,0,StreetAddress,1300 N JOHNSON ST,South Bend,46628,IN,2020/04/03 05:00:00+00,1300 N JOHNSON ST,South Bend,IN,No,2020
-86.28344836,41.6806939,492,Centerline_CoS,M,100,A,400 N Olive St,R,0,StreetAddress,400 N OLIVE ST,South Bend,46628,IN,2020/04/11 05:00:00+00,400 N OLIVE ST,South Bend,IN,No,2020
-86.23517096,41.67926012,493,Centerline_CoS,M,100,A,300 N Eddy St,R,0,StreetAddress,300 N EDDY ST,South Bend,46617,IN,2020/04/24 05:00:00+00,300 N EDDY ST,South Bend,IN,Yes,2020
-86.26583887,41.69619804,494,Centerline_CoS,M,90.87,A,1100 W Queen St,L,0,StreetAddress,1100 QUEEN ST,South Bend,46616,IN,2020/04/26 05:00:00+00,1100 QUEEN ST,South Bend,IN,No,2020
-86.28319503,41.6702264,495,Centerline_CoS,M,100,A,500 S Olive St,L,0,StreetAddress,500 S OLIVE ST,South Bend,46619,IN,2020/04/26 05:00:00+00,500 S OLIVE ST,South Bend,IN,No,2020
-86.28319503,41.6702264,496,Centerline_CoS,M,100,A,500 S Olive St,L,0,StreetAddress,500 S OLIVE ST,South Bend,46619,IN,2020/04/26 05:00:00+00,500 S OLIVE ST,South Bend,IN,No,2020
-86.26126348,41.67903835,497,,M,100,PP,"x=-86.261263, y=41.679038",,0,StreetAddress,800 W LASALLE AVE,South Bend,46601,IN,2020/05/04 05:00:00+00,800 W LASALLE AVE,South Bend,IN,No,2020
-86.28123273,41.6908011,498,Centerline_CoS,M,100,A,1200 N Huey St,R,0,StreetAddress,1200 N HUEY ST,South Bend,46628,IN,2020/05/09 05:00:00+00,1200 N HUEY ST,South Bend,IN,No,2020
-86.24966106,41.64968471,499,Centerline_CoS,M,100,A,100 E Altgeld St,R,0,StreetAddress,100 E ALTGELD ST,South Bend,46614,IN,2020/05/10 05:00:00+00,100 E ALTGELD ST,South Bend,IN,No,2020
-86.23297852,41.68005225,500,Centerline_CoS,M,90.87,A,1200 E McKinley Ave,R,0,StreetAddress,1200 MCKINLEY AVE,South Bend,46617,IN,2020/05/13 05:00:00+00,1200 MCKINLEY AVE,South Bend,IN,Yes,2020
-86.23297852,41.68005225,501,Centerline_CoS,M,90.87,A,1200 E McKinley Ave,R,0,StreetAddress,1200 MCKINLEY AVE,South Bend,46617,IN,2020/05/13 05:00:00+00,1200 MCKINLEY AVE,South Bend,IN,No,2020
-86.27319601,41.67935228,502,Centerline_CoS,M,100,A,1500 W Linden Ave,L,0,StreetAddress,1500 W LINDEN AVE,South Bend,46628,IN,2020/05/16 05:00:00+00,1500 W LINDEN AVE,South Bend,IN,No,2020
-86.22421808,41.65391419,503,Centerline_CoS,M,98.17,A,1600 E Bowman St,R,0,StreetAddress,1600 E BOWMAM ST,South Bend,46613,IN,2020/05/23 05:00:00+00,1600 E BOWMAM ST,South Bend,IN,No,2020
-86.27133688,41.69479455,504,Centerline_CoS,M,100,A,1500 N Anderson Ave,R,0,StreetAddress,1500 N ANDERSON AVE,South Bend,46616,IN,2020/05/25 05:00:00+00,1500 N ANDERSON AVE,South Bend,IN,No,2020
-86.23001337,41.68058044,505,Centerline_CoS,M,100,A,400 N Sunnyside Ave,R,0,StreetAddress,400 N SUNNYSIDE AVE,South Bend,46617,IN,2020/05/27 05:00:00+00,400 N SUNNYSIDE AVE,South Bend,IN,No,2020
-86.23001337,41.68058044,506,Centerline_CoS,M,100,A,400 N Sunnyside Ave,R,0,StreetAddress,400 N SUNNYSIDE AVE,South Bend,46617,IN,2020/05/27 05:00:00+00,400 N SUNNYSIDE AVE,South Bend,IN,No,2020
-86.28474686,41.68918731,507,Centerline_CoS,M,100,A,1100 N Fremont St,R,0,StreetAddress,1100 N FREMONT ST,South Bend,46628,IN,2020/05/29 05:00:00+00,1100 N FREMONT ST,South Bend,IN,No,2020
-86.23484735,41.6546417,508,Centerline_CoS,M,100,A,1900 S Miami St,L,0,StreetAddress,1900 S MIAMI ST,South Bend,46613,IN,2020/06/02 05:00:00+00,1900 S MIAMI ST,South Bend,IN,No,2020
-86.28161456,41.70456611,509,Centerline_CoS,M,100,A,2200 W Bergan St,L,0,StreetAddress,2200 W BERGAN ST,South Bend,46628,IN,2020/06/04 05:00:00+00,2200 W BERGAN ST,South Bend,IN,No,2020
-86.28161456,41.70456611,510,Centerline_CoS,M,100,A,2200 W Bergan St,L,0,StreetAddress,2200 W BERGAN ST,South Bend,46628,IN,2020/06/04 05:00:00+00,2200 W BERGAN ST,South Bend,IN,No,2020
-86.25444145,41.65155302,511,Centerline_CoS,M,90.87,A,2200 S Franklin St,L,0,StreetAddress,2200 FRANKLIN ST,South Bend,46613,IN,2020/06/05 05:00:00+00,2200 FRANKLIN ST,South Bend,IN,No,2020
-86.26354992,41.65633775,512,Centerline_CoS,M,100,A,1700 S Kemble Ave,L,0,StreetAddress,1700 S KEMBLE AVE,South Bend,46613,IN,2020/06/05 05:00:00+00,1700 S KEMBLE AVE,South Bend,IN,No,2020
-86.2714385,41.67491242,513,Centerline_CoS,M,100,A,200 S Chestnut St,L,0,StreetAddress,200 S CHESTNUT ST,South Bend,46601,IN,2020/06/05 05:00:00+00,200 S CHESTNUT ST,South Bend,IN,No,2020
-86.28344836,41.6806939,514,Centerline_CoS,M,100,A,400 N Olive St,R,0,StreetAddress,400 N OLIVE ST,South Bend,46628,IN,2020/06/06 05:00:00+00,400 N OLIVE ST,South Bend,IN,No,2020
-86.28344836,41.6806939,515,Centerline_CoS,M,100,A,400 N Olive St,R,0,StreetAddress,400 N OLIVE ST,South Bend,46628,IN,2020/06/06 05:00:00+00,400 N OLIVE ST,South Bend,IN,No,2020
-86.23779437,41.65091437,516,Centerline_CoS,M,100,A,900 E Ewing Ave,R,0,StreetAddress,900 E EWING AVE,South Bend,46613,IN,2020/06/09 05:00:00+00,900 E EWING AVE,South Bend,IN,No,2020
-86.2992509,41.68980157,517,Centerline_CoS,M,90.87,A,3600 W Curtiss Dr,L,0,StreetAddress,3600 CURTISS DR,South Bend,46628,IN,2020/06/13 05:00:00+00,3600 CURTISS DR,South Bend,IN,Yes,2020
-86.28114613,41.68757354,518,Centerline_CoS,M,100,A,1000 N Huey St,R,0,StreetAddress,1000 N HUEY ST,South Bend,46628,IN,2020/06/14 05:00:00+00,1000 N HUEY ST,South Bend,IN,No,2020
-86.23496309,41.65853201,519,Centerline_CoS,M,100,A,1100 E Indiana Ave,R,0,StreetAddress,1100 E INDIANA AVE,South Bend,46613,IN,2020/06/15 05:00:00+00,1100 E INDIANA AVE,South Bend,IN,No,2020
-86.3021466,41.67184984,520,Centerline_CoS,M,100,A,3900 W Western Ave,L,0,StreetAddress,3900 W WESTERN AVE,South Bend,46619,IN,2020/06/15 05:00:00+00,3900 W WESTERN AVE,South Bend,IN,No,2020
-86.28341609,41.67932675,521,Centerline_CoS,M,100,A,300 N Olive St,R,0,StreetAddress,300 N OLIVE ST,South Bend,46628,IN,2020/06/21 05:00:00+00,300 N OLIVE ST,South Bend,IN,No,2020
,,522,-1,U,0,A,,,,,UNKNOWN,South Bend,,IN,2020/06/21 05:00:00+00,UNKNOWN,South Bend,IN,No,2020
-86.27779894,41.69386606,523,Centerline_CoS,M,94.86,A,"N Brookfield St & W Elwood Ave,",,,StreetInt,BROOKFIELD ST & ELWOOD AVE,South Bend,46628,IN,2020/06/24 05:00:00+00,BROOKFIELD ST & ELWOOD AVE,South Bend,IN,No,2020
-86.19775125,41.66572336,524,Centerline_CoS,M,100,A,900 S 36th St,L,0,StreetAddress,900 S 36TH ST,South Bend,46615,IN,2020/06/29 05:00:00+00,900 S 36TH ST,South Bend,IN,No,2020
-86.23198323,41.65857116,525,Centerline_CoS,M,100,A,1600 S Marine St,L,0,StreetAddress,1600 S MARINE ST,South Bend,46613,IN,2020/07/03 05:00:00+00,1600 S MARINE ST,South Bend,IN,Yes,2020
-86.24968259,41.64973903,526,Centerline_CoS,M,94.86,A,"E Altgeld St & S Michigan St,",,,StreetInt,ALTGELD ST & MICHIGAN ST,South Bend,46614,IN,2020/07/09 05:00:00+00,ALTGELD ST & MICHIGAN ST,South Bend,IN,No,2020
-86.23922584,41.63800048,527,Centerline_CoS,M,100,A,3600 S High St,L,0,StreetAddress,3600 S HIGH ST,South Bend,46614,IN,2020/07/12 05:00:00+00,3600 S HIGH ST,South Bend,IN,No,2020
-86.23800844,41.68706582,528,Centerline_CoS,M,100,A,900 E Corby Blvd,R,0,StreetAddress,900 E CORBY BLVD,South Bend,46617,IN,2020/07/13 05:00:00+00,900 E CORBY BLVD,South Bend,IN,No,2020
-86.23812743,41.68987855,529,Centerline_CoS,M,100,A,1100 N Notre Dame Ave,R,0,StreetAddress,1100 N NOTRE DAME AVE,South Bend,46617,IN,2020/07/13 05:00:00+00,1100 N NOTRE DAME AVE,South Bend,IN,No,2020
-86.20893403,41.66045554,530,Centerline_CoS,M,100,A,"E Northside Blvd & S 27th St,",,,StreetInt,E NORTHSIDE BLVD & S 27TH ST,South Bend,46615,IN,2020/07/14 05:00:00+00,E NORTHSIDE BLVD & S 27TH ST,South Bend,IN,No,2020
-86.27964221,41.67815344,531,Centerline_CoS,M,98.4,A,200 N O'Brien St,R,0,StreetAddress,200 N OBRIEN ST,South Bend,46628,IN,2020/07/22 05:00:00+00,200 N OBRIEN ST,South Bend,IN,No,2020
-86.27413644,41.6938496,532,Centerline_CoS,M,90.87,A,1600 W Elwood Ave,L,0,StreetAddress,1600 ELWOOD AVE,South Bend,46628,IN,2020/07/23 05:00:00+00,1600 ELWOOD AVE,South Bend,IN,No,2020
-86.2098258,41.63155815,533,Centerline_CoS,M,100,A,4400 Irish Hills Dr,R,0,StreetAddress,4400 IRISH HILLS DR,South Bend,46614,IN,2020/07/25 05:00:00+00,4400 IRISH HILLS DR,South Bend,IN,Yes,2020
-86.2098258,41.63155815,534,Centerline_CoS,M,100,A,4400 Irish Hills Dr,R,0,StreetAddress,4400 IRISH HILLS DR,South Bend,46614,IN,2020/07/25 05:00:00+00,4400 IRISH HILLS DR,South Bend,IN,No,2020
-86.29724921,41.67195251,535,Centerline_CoS,M,100,A,"S Falcon St & W Western Ave,",,,StreetInt,S FALCON ST & W WESTERN AVE,South Bend,46619,IN,2020/07/26 05:00:00+00,S FALCON ST & W WESTERN AVE,South Bend,IN,No,2020
-86.29724921,41.67195251,536,Centerline_CoS,M,100,A,"S Falcon St & W Western Ave,",,,StreetInt,S FALCON ST & W WESTERN AVE,South Bend,46619,IN,2020/07/26 05:00:00+00,S FALCON ST & W WESTERN AVE,South Bend,IN,No,2020
-86.29724921,41.67195251,537,Centerline_CoS,M,100,A,"S Falcon St & W Western Ave,",,,StreetInt,S FALCON ST & W WESTERN AVE,South Bend,46619,IN,2020/07/26 05:00:00+00,S FALCON ST & W WESTERN AVE,South Bend,IN,No,2020
-86.26829972,41.67615851,538,Centerline_CoS,M,100,A,1200 W Washington St,L,0,StreetAddress,1200 W WASHINGTON ST,South Bend,46601,IN,2020/07/26 05:00:00+00,1200 W WASHINGTON ST,South Bend,IN,No,2020
-86.28162267,41.67684003,539,Centerline_CoS,M,90.87,A,100 N Sadie St,R,0,StreetAddress,100 SADIE ST,South Bend,46628,IN,2020/07/26 05:00:00+00,100 SADIE ST,South Bend,IN,No,2020
-86.28162267,41.67684003,540,Centerline_CoS,M,90.87,A,100 N Sadie St,R,0,StreetAddress,100 SADIE ST,South Bend,46628,IN,2020/07/26 05:00:00+00,100 SADIE ST,South Bend,IN,No,2020
-86.30337041,41.67184396,541,Centerline_CoS,M,100,A,4000 W Western Ave,L,0,StreetAddress,4000 W WESTERN AVE,South Bend,46619,IN,2020/08/01 05:00:00+00,4000 W WESTERN AVE,South Bend,IN,No,2020
-86.21651186,41.69835675,542,Address_CoSB,M,100,A,"1700 N IRONWOOD DR, SOUTH BEND, IN, 46635",,99050,PointAddress,1700 N IRONWOOD DR,South Bend,46635,IN,2020/08/01 05:00:00+00,1700 N IRONWOOD DR,South Bend,IN,No,2020
-86.21188704,41.66241846,543,Centerline_CoS,M,100,A,1200 S 25th St,L,0,StreetAddress,1200 S 25TH ST,South Bend,46615,IN,2020/08/04 05:00:00+00,1200 S 25TH ST,South Bend,IN,No,2020
-86.24305582,41.66943168,544,Centerline_CoS,M,100,A,600 E South St,R,0,StreetAddress,600 E SOUTH ST,South Bend,46601,IN,2020/08/06 05:00:00+00,600 E SOUTH ST,South Bend,IN,No,2020
-86.29714063,41.69460268,545,Centerline_CoS,M,90.87,A,1500 N Ryer St,R,0,StreetAddress,1500 RYER ST,South Bend,46628,IN,2020/08/07 05:00:00+00,1500 RYER ST,South Bend,IN,No,2020
-86.29885902,41.675392,546,Address_CoSB,M,92.5,A,"3600 W WASHINGTON ST, South Bend, IN, 46601",,88330,PointAddress,3600 W WASHINGTON ST,South Bend,46619,IN,2020/08/09 05:00:00+00,3600 W WASHINGTON ST,South Bend,IN,No,2020
-86.2707796,41.65977053,547,Centerline_CoS,M,100,A,1400 S Walnut St,L,0,StreetAddress,1400 S WALNUT ST,South Bend,46619,IN,2020/08/11 05:00:00+00,1400 S WALNUT ST,South Bend,IN,No,2020
-86.25041782,41.68319212,548,Centerline_CoS,M,100,A,600 N Michigan St,R,0,StreetAddress,600 N MICHIGAN ST,South Bend,46601,IN,2020/08/15 05:00:00+00,600 N MICHIGAN ST,South Bend,IN,No,2020
-86.22141709,41.63787395,549,Centerline_CoS,M,100,A,1700 E Woodmont Dr,R,0,StreetAddress,1700 E WOODMONT DR,South Bend,46614,IN,2020/08/15 05:00:00+00,1700 E WOODMONT DR,South Bend,IN,Yes,2020
-86.19651682,41.69063884,550,Centerline_CoS,M,100,A,1100 N Hickory Rd,R,0,StreetAddress,1100 N HICKORY RD,South Bend,46615,IN,2020/08/19 05:00:00+00,1100 N HICKORY RD,South Bend,IN,No,2020
-86.28139489,41.69934472,551,Centerline_CoS,M,100,A,1800 N Huey St,R,0,StreetAddress,1800 N HUEY ST,South Bend,46628,IN,2020/08/29 05:00:00+00,1800 N HUEY ST,South Bend,IN,No,2020
-86.23923153,41.65269708,552,Centerline_CoS,M,100,A,800 E Donald St,R,0,StreetAddress,800 E DONALD ST,South Bend,46613,IN,2020/08/29 05:00:00+00,800 E DONALD ST,South Bend,IN,Yes,2020
-86.28121006,41.68926952,553,Centerline_CoS,M,90.87,A,1100 N Huey St,R,0,StreetAddress,1100 HUEY ST,South Bend,46628,IN,2020/08/30 05:00:00+00,1100 HUEY ST,South Bend,IN,No,2020
-86.23484735,41.6546417,554,Centerline_CoS,M,90.87,A,1900 S Miami St,L,0,StreetAddress,1900 MIAMI ST,South Bend,46613,IN,2020/08/30 05:00:00+00,1900 MIAMI ST,South Bend,IN,No,2020
-86.28237092,41.68539944,555,Centerline_CoS,M,100,A,800 N Elmer St,R,0,StreetAddress,800 N ELMER ST,South Bend,46628,IN,2020/09/08 05:00:00+00,800 N ELMER ST,South Bend,IN,No,2020
-86.27518585,41.69087295,556,Centerline_CoS,M,89.04,A,1200 N Adams St,R,0,StreetAddress,1200 N ADAMS ,South Bend,46628,IN,2020/09/13 05:00:00+00,1200 N ADAMS ,South Bend,IN,No,2020
-86.2973821,41.688422,557,Centerline_CoS,M,90.87,A,3400 W Curtiss Dr,L,0,StreetAddress,3400 CURTISS DR,South Bend,46628,IN,2020/10/09 05:00:00+00,3400 CURTISS DR,South Bend,IN,No,2020
-86.25720483,41.67120187,558,Centerline_CoS,M,90.87,A,600 W Monroe Cir,L,0,StreetAddress,600 MONROE CIR,South Bend,46601,IN,2020/10/10 05:00:00+00,600 MONROE CIR,South Bend,IN,No,2020
-86.26360077,41.68238035,559,Centerline_SJC,M,79,M,"1001 LINCOLN WAY W, SOUTH BEND, 46616",R,0,StreetAddress,1000 LINCOLN WAY W,South Bend,46616,IN,2020/10/10 05:00:00+00,1000 LINCOLN WAY W,South Bend,IN,No,2020
-86.20618446,41.68759466,560,Centerline_CoS,M,90.87,A,900 N Patty Ln,R,0,StreetAddress,900 PATTY LN,South Bend,46615,IN,2020/10/10 05:00:00+00,900 PATTY LN,South Bend,IN,No,2020
-86.25444145,41.65155302,561,Centerline_CoS,M,90.87,A,2200 S Franklin St,L,0,StreetAddress,2200 FRANKLIN ST,South Bend,46613,IN,2020/10/11 05:00:00+00,2200 FRANKLIN ST,South Bend,IN,No,2020
-86.2756496,41.6781971,562,Centerline_CoS,M,90.87,A,200 N College St,R,0,StreetAddress,200 COLLEGE ST,South Bend,46628,IN,2020/10/17 05:00:00+00,200 COLLEGE ST,South Bend,IN,Yes,2020
-86.27657815,41.6820928,563,Centerline_SJC,M,79.91,M,"1800 W FASSNACHT ST, SOUTH BEND, 46628",L,0,StreetAddress,1800 FASSNACHT AVE,South Bend,46628,IN,2020/10/17 05:00:00+00,1800 FASSNACHT AVE,South Bend,IN,No,2020
-86.23008633,41.68056049,564,Centerline_CoS,M,100,A,"E Madison St & N Sunnyside Ave,",,,StreetInt,E MADISON ST & N SUNNYSIDE AVE,South Bend,46617,IN,2020/10/17 05:00:00+00,E MADISON ST & N SUNNYSIDE AVE,South Bend,IN,No,2020
-86.23482071,41.65400195,565,Address_CoSB,M,84.44,A,"1914 MIAMI ST, SOUTH BEND, IN, 46601",,51818,PointAddress,1914 S MIAMI ST,South Bend,46613,IN,2020/10/22 05:00:00+00,1914 S MIAMI ST,South Bend,IN,No,2020
-86.20453434,41.69307364,566,Centerline_CoS,M,90.87,A,1300 N Woodfield Ave,R,0,StreetAddress,1300 WOODFIELD AVE,South Bend,46615,IN,2020/10/22 05:00:00+00,1300 WOODFIELD AVE,South Bend,IN,Yes,2020
-86.20453434,41.69307364,567,Centerline_CoS,M,90.87,A,1300 N Woodfield Ave,R,0,StreetAddress,1300 WOODFIELD AVE,South Bend,46615,IN,2020/10/22 05:00:00+00,1300 WOODFIELD AVE,South Bend,IN,Yes,2020
,,568,-1,U,0,A,,,,,UNKNOWN,South Bend,,IN,2020/10/23 05:00:00+00,UNKNOWN,South Bend,IN,No,2020
-86.23785743,41.65513266,569,Centerline_CoS,M,90.87,A,900 E Milton St,R,0,StreetAddress,900 MILTON ST,South Bend,46613,IN,2020/10/24 05:00:00+00,900 MILTON ST,South Bend,IN,No,2020
-86.28109648,41.68542024,570,Centerline_CoS,M,100,A,800 N Huey St,R,0,StreetAddress,800 N HUEY ST,South Bend,46628,IN,2020/10/24 05:00:00+00,800 N HUEY ST,South Bend,IN,No,2020
-86.2319999,41.65483192,571,Centerline_CoS,M,100,A,1200 E Calvert St,R,0,StreetAddress,1200 E CALVERT ST,South Bend,46613,IN,2020/10/25 05:00:00+00,1200 E CALVERT ST,South Bend,IN,No,2020
-86.23935274,41.63867179,572,Centerline_SJC,M,100,M,"3500 S HIGH ST, SOUTH BEND, 46614",L,0,StreetAddress,3500 S HIGH ST,South Bend,46614,IN,2020/10/31 05:00:00+00,3500 S HIGH ST,South Bend,IN,No,2020
-86.23935274,41.63867179,573,Centerline_SJC,M,100,M,"3500 S HIGH ST, SOUTH BEND, 46614",L,0,StreetAddress,3500 S HIGH ST,South Bend,46614,IN,2020/10/31 05:00:00+00,3500 S HIGH ST,South Bend,IN,No,2020
-86.26583887,41.69619804,574,Centerline_CoS,M,90.87,A,1100 W Queen St,L,0,StreetAddress,1100  QUEEN ST,South Bend,46616,IN,2020/11/01 05:00:00+00,1100  QUEEN ST,South Bend,IN,Yes,2020
-86.24134983,41.66960865,575,Centerline_SJC,M,100,M,"700 LINCOLN WAY E, SOUTH BEND, 46601",L,0,StreetAddress,700 LINCOLN WY E,South Bend,46601,IN,2020/11/02 05:00:00+00,700 LINCOLN WY E,South Bend,IN,No,2020
-86.29957212,41.67007791,576,Centerline_CoS,M,100,A,500 S Wellington St,L,0,StreetAddress,500 S WELLINGTON ST,South Bend,46619,IN,2020/11/15 05:00:00+00,500 S WELLINGTON ST,South Bend,IN,No,2020
-86.28580362,41.7183864,577,Centerline_CoS,M,100,A,2500 Flint Ct,R,0,StreetAddress,2500 FLINT CT,South Bend,46628,IN,2020/11/20 05:00:00+00,2500 FLINT CT,South Bend,IN,No,2020
-86.29461,41.66464835,578,Centerline_SJC,M,100,M,"3200 W SAMPLE ST, SOUTH BEND, 46619",L,0,StreetAddress,3200 W Sample St,South Bend,46619,IN,2020/11/25 05:00:00+00,3200 W Sample St,South Bend,IN,No,2020
-86.28474686,41.68918731,579,Centerline_CoS,M,90.87,A,1100 N Fremont St,R,0,StreetAddress,1100  Fremont St,South Bend,46628,IN,2020/11/26 05:00:00+00,1100  Fremont St,South Bend,IN,No,2020
-86.25999469,41.65778158,580,Centerline_CoS,M,97.43,A,"W Indiana Ave & S Kendall St,",,,StreetInt,W Indiana Ave & Kendall St,South Bend,46613,IN,2020/11/27 05:00:00+00,W Indiana Ave & Kendall St,South Bend,IN,Yes,2020
-86.25013258,41.66515724,581,Centerline_CoS,M,100,A,"E Sample St & S Michigan St,",,,StreetInt,E Sample St & S Michigan St,South Bend,46601,IN,2020/12/04 05:00:00+00,E Sample St & S Michigan St,South Bend,IN,Yes,2020
